time,hour,weekday,dayofyear,week,is_class,q_num,is_holiday,leq,is_weekend
2019-02-07 02:15:00,2,3,38,6,0,9,0,43.766160350362775,0
2019-02-07 02:30:00,2,3,38,6,0,10,0,43.81176907804026,0
2019-02-07 02:45:00,2,3,38,6,0,11,0,43.917005258013106,0
2019-02-07 03:00:00,3,3,38,6,0,12,0,44.871060789412375,0
2019-02-07 03:15:00,3,3,38,6,0,13,0,45.1332923728743,0
2019-02-07 03:30:00,3,3,38,6,0,14,0,44.87927830697465,0
2019-02-07 03:45:00,3,3,38,6,0,15,0,43.96620384581476,0
2019-02-07 04:00:00,4,3,38,6,0,16,0,44.324872650890704,0
2019-02-07 04:15:00,4,3,38,6,0,17,0,43.98031541665715,0
2019-02-07 04:30:00,4,3,38,6,0,18,0,44.12864355535781,0
2019-02-07 04:45:00,4,3,38,6,0,19,0,45.353663215234214,0
2019-02-07 05:00:00,5,3,38,6,0,20,0,44.95798449407979,0
2019-02-07 05:15:00,5,3,38,6,0,21,0,44.33699182420003,0
2019-02-07 05:30:00,5,3,38,6,0,22,0,43.79778340989861,0
2019-02-07 05:45:00,5,3,38,6,0,23,0,43.56551563337192,0
2019-02-07 06:00:00,6,3,38,6,0,24,0,43.99803902548727,0
2019-02-07 06:15:00,6,3,38,6,0,25,0,47.14061571685779,0
2019-02-07 06:30:00,6,3,38,6,0,26,0,51.708299110105884,0
2019-02-07 06:45:00,6,3,38,6,0,27,0,54.84823385995347,0
2019-02-07 07:00:00,7,3,38,6,0,28,0,43.874557451125504,0
2019-02-07 07:15:00,7,3,38,6,0,29,0,45.23729004071629,0
2019-02-07 07:30:00,7,3,38,6,0,30,0,46.95487293539762,0
2019-02-07 07:45:00,7,3,38,6,0,31,0,46.42358402362156,0
2019-02-07 08:00:00,8,3,38,6,0,32,0,46.32236962573658,0
2019-02-07 08:15:00,8,3,38,6,0,33,0,47.68807204856519,0
2019-02-07 08:30:00,8,3,38,6,0,34,0,54.54955108298665,0
2019-02-07 08:45:00,8,3,38,6,0,35,0,48.76708738465779,0
2019-02-07 09:00:00,9,3,38,6,0,36,0,49.16646908691421,0
2019-02-07 09:15:00,9,3,38,6,0,37,0,62.185136629044045,0
2019-02-07 09:30:00,9,3,38,6,0,38,0,60.14209683385594,0
2019-02-07 09:45:00,9,3,38,6,0,39,0,56.46930297831753,0
2019-02-07 10:00:00,10,3,38,6,0,40,0,59.7351730406743,0
2019-02-07 10:15:00,10,3,38,6,0,41,0,60.4915971301547,0
2019-02-07 10:30:00,10,3,38,6,0,42,0,59.16884394383946,0
2019-02-07 10:45:00,10,3,38,6,0,43,0,60.91697530073973,0
2019-02-07 11:00:00,11,3,38,6,1,44,0,59.82011240655662,0
2019-02-07 11:15:00,11,3,38,6,1,45,0,58.5804619595956,0
2019-02-07 11:30:00,11,3,38,6,1,46,0,59.38923357336069,0
2019-02-07 11:45:00,11,3,38,6,1,47,0,59.501715943311396,0
2019-02-07 12:00:00,12,3,38,6,1,48,0,61.36661791970579,0
2019-02-07 12:15:00,12,3,38,6,1,49,0,60.6476189044776,0
2019-02-07 12:30:00,12,3,38,6,1,50,0,57.26190606353842,0
2019-02-07 12:45:00,12,3,38,6,1,51,0,55.50076981155768,0
2019-02-07 13:00:00,13,3,38,6,1,52,0,57.68692389823763,0
2019-02-07 13:15:00,13,3,38,6,1,53,0,56.19301385497931,0
2019-02-07 13:30:00,13,3,38,6,1,54,0,56.91093674698053,0
2019-02-07 13:45:00,13,3,38,6,1,55,0,55.872125911196186,0
2019-02-07 14:00:00,14,3,38,6,1,56,0,57.6608986197062,0
2019-02-07 14:15:00,14,3,38,6,1,57,0,58.509671462000675,0
2019-02-07 14:30:00,14,3,38,6,1,58,0,55.86717985664087,0
2019-02-07 14:45:00,14,3,38,6,1,59,0,59.022535804120814,0
2019-02-07 15:00:00,15,3,38,6,1,60,0,56.189356224260884,0
2019-02-07 15:15:00,15,3,38,6,1,61,0,53.46126993282638,0
2019-02-07 15:30:00,15,3,38,6,1,62,0,51.56935133532821,0
2019-02-07 15:45:00,15,3,38,6,1,63,0,53.20863819073753,0
2019-02-07 16:00:00,16,3,38,6,1,64,0,53.50387815735961,0
2019-02-07 16:15:00,16,3,38,6,1,65,0,49.248007680917425,0
2019-02-07 16:30:00,16,3,38,6,1,66,0,49.10105616871513,0
2019-02-07 16:45:00,16,3,38,6,1,67,0,50.364808968968326,0
2019-02-07 17:00:00,17,3,38,6,0,68,0,49.86387357369444,0
2019-02-07 17:15:00,17,3,38,6,0,69,0,47.35491632141223,0
2019-02-07 17:30:00,17,3,38,6,0,70,0,49.09948828831313,0
2019-02-07 17:45:00,17,3,38,6,0,71,0,48.74593829453432,0
2019-02-07 18:00:00,18,3,38,6,0,72,0,46.68195307402196,0
2019-02-07 18:15:00,18,3,38,6,0,73,0,46.903660923618496,0
2019-02-07 18:30:00,18,3,38,6,0,74,0,45.846444930851014,0
2019-02-07 18:45:00,18,3,38,6,0,75,0,49.56808625431734,0
2019-02-07 19:00:00,19,3,38,6,0,76,0,47.39491150934065,0
2019-02-07 19:15:00,19,3,38,6,0,77,0,45.81328586437407,0
2019-02-07 19:30:00,19,3,38,6,0,78,0,45.07172052369462,0
2019-02-07 19:45:00,19,3,38,6,0,79,0,44.22506606464128,0
2019-02-07 20:00:00,20,3,38,6,0,80,0,47.49882805988005,0
2019-02-07 20:15:00,20,3,38,6,0,81,0,48.88681588698505,0
2019-02-07 20:30:00,20,3,38,6,0,82,0,45.584844240086525,0
2019-02-07 20:45:00,20,3,38,6,0,83,0,46.881482425811996,0
2019-02-07 21:00:00,21,3,38,6,0,84,0,48.57928662122304,0
2019-02-07 21:15:00,21,3,38,6,0,85,0,48.05780701236274,0
2019-02-07 21:30:00,21,3,38,6,0,86,0,46.80309383474232,0
2019-02-07 21:45:00,21,3,38,6,0,87,0,51.24806065572022,0
2019-02-07 22:00:00,22,3,38,6,0,88,0,44.33301900942098,0
2019-02-07 22:15:00,22,3,38,6,0,89,0,43.79958257686297,0
2019-02-07 22:30:00,22,3,38,6,0,90,0,43.990373015551995,0
2019-02-07 22:45:00,22,3,38,6,0,91,0,43.905934423837365,0
2019-02-07 23:00:00,23,3,38,6,0,92,0,43.17722293464496,0
2019-02-07 23:15:00,23,3,38,6,0,93,0,43.12365126384552,0
2019-02-07 23:30:00,23,3,38,6,0,94,0,43.340358130095474,0
2019-02-07 23:45:00,23,3,38,6,0,95,0,43.24075618722745,0
2019-02-08 00:00:00,0,4,39,6,0,0,0,43.35628334010309,0
2019-02-08 00:15:00,0,4,39,6,0,1,0,44.17373028906528,0
2019-02-08 00:30:00,0,4,39,6,0,2,0,44.09066826087865,0
2019-02-08 00:45:00,0,4,39,6,0,3,0,43.477783025110654,0
2019-02-08 01:00:00,1,4,39,6,0,4,0,43.45934381692396,0
2019-02-08 01:15:00,1,4,39,6,0,5,0,43.58725093266811,0
2019-02-08 01:30:00,1,4,39,6,0,6,0,43.722769861079854,0
2019-02-08 01:45:00,1,4,39,6,0,7,0,43.38155014615467,0
2019-02-08 02:00:00,2,4,39,6,0,8,0,43.46291680914629,0
2019-02-08 02:15:00,2,4,39,6,0,9,0,43.29969394022736,0
2019-02-08 02:30:00,2,4,39,6,0,10,0,43.32198639447793,0
2019-02-08 02:45:00,2,4,39,6,0,11,0,43.353119250743035,0
2019-02-08 03:00:00,3,4,39,6,0,12,0,43.309825568070906,0
2019-02-08 03:15:00,3,4,39,6,0,13,0,43.317511900149356,0
2019-02-08 03:30:00,3,4,39,6,0,14,0,43.44584379124179,0
2019-02-08 03:45:00,3,4,39,6,0,15,0,43.35676940316179,0
2019-02-08 04:00:00,4,4,39,6,0,16,0,43.29739978462865,0
2019-02-08 04:15:00,4,4,39,6,0,17,0,43.55842452396707,0
2019-02-08 04:30:00,4,4,39,6,0,18,0,43.573054069989745,0
2019-02-08 04:45:00,4,4,39,6,0,19,0,43.4253685883193,0
2019-02-08 05:00:00,5,4,39,6,0,20,0,43.616356783027115,0
2019-02-08 05:15:00,5,4,39,6,0,21,0,43.84790846246421,0
2019-02-08 05:30:00,5,4,39,6,0,22,0,43.625776976515425,0
2019-02-08 05:45:00,5,4,39,6,0,23,0,43.92122395308512,0
2019-02-08 06:00:00,6,4,39,6,0,24,0,43.46606821136231,0
2019-02-08 06:15:00,6,4,39,6,0,25,0,43.42579916045074,0
2019-02-08 06:30:00,6,4,39,6,0,26,0,43.81680671644071,0
2019-02-08 06:45:00,6,4,39,6,0,27,0,43.89513041145607,0
2019-02-08 07:00:00,7,4,39,6,0,28,0,49.9561077487493,0
2019-02-08 07:15:00,7,4,39,6,0,29,0,46.17968562107743,0
2019-02-08 07:30:00,7,4,39,6,0,30,0,48.76893771594357,0
2019-02-08 07:45:00,7,4,39,6,0,31,0,45.87905301078344,0
2019-02-08 08:00:00,8,4,39,6,0,32,0,49.1528189772899,0
2019-02-08 08:15:00,8,4,39,6,0,33,0,46.94592099990392,0
2019-02-08 08:30:00,8,4,39,6,0,34,0,48.55690104151514,0
2019-02-08 08:45:00,8,4,39,6,0,35,0,48.773653785912714,0
2019-02-08 09:00:00,9,4,39,6,0,36,0,53.659658834688464,0
2019-02-08 09:15:00,9,4,39,6,0,37,0,50.48015151787057,0
2019-02-08 09:30:00,9,4,39,6,0,38,0,53.26012507103053,0
2019-02-08 09:45:00,9,4,39,6,0,39,0,57.7485166987009,0
2019-02-08 10:00:00,10,4,39,6,0,40,0,57.434860479280786,0
2019-02-08 10:15:00,10,4,39,6,0,41,0,60.50915603295125,0
2019-02-08 10:30:00,10,4,39,6,0,42,0,59.89462284814482,0
2019-02-08 10:45:00,10,4,39,6,0,43,0,59.273904508697356,0
2019-02-08 11:00:00,11,4,39,6,1,44,0,60.2047393431767,0
2019-02-08 11:15:00,11,4,39,6,1,45,0,58.76358472374233,0
2019-02-08 11:30:00,11,4,39,6,1,46,0,60.50983548448777,0
2019-02-08 11:45:00,11,4,39,6,1,47,0,60.3848492561196,0
2019-02-08 12:00:00,12,4,39,6,1,48,0,60.36012180354352,0
2019-02-08 12:15:00,12,4,39,6,1,49,0,60.12120525213047,0
2019-02-08 12:30:00,12,4,39,6,1,50,0,57.485246580476854,0
2019-02-08 12:45:00,12,4,39,6,1,51,0,57.069804755164355,0
2019-02-08 13:00:00,13,4,39,6,1,52,0,56.93023563865986,0
2019-02-08 13:15:00,13,4,39,6,1,53,0,56.68527355311154,0
2019-02-08 13:30:00,13,4,39,6,1,54,0,56.30113040745704,0
2019-02-08 13:45:00,13,4,39,6,1,55,0,58.80121830984135,0
2019-02-08 14:00:00,14,4,39,6,1,56,0,59.12329033650454,0
2019-02-08 14:15:00,14,4,39,6,1,57,0,52.380270960134716,0
2019-02-08 14:30:00,14,4,39,6,1,58,0,49.58621050675993,0
2019-02-08 14:45:00,14,4,39,6,1,59,0,49.457318724614964,0
2019-02-08 15:00:00,15,4,39,6,1,60,0,50.1224462291685,0
2019-02-08 15:15:00,15,4,39,6,1,61,0,49.78240410656664,0
2019-02-08 15:30:00,15,4,39,6,1,62,0,48.77087865202997,0
2019-02-08 15:45:00,15,4,39,6,1,63,0,50.421390300116435,0
2019-02-08 16:00:00,16,4,39,6,1,64,0,46.96896674024214,0
2019-02-08 16:15:00,16,4,39,6,1,65,0,48.985419117750816,0
2019-02-08 16:30:00,16,4,39,6,1,66,0,47.04830317775319,0
2019-02-08 16:45:00,16,4,39,6,1,67,0,45.78606584781496,0
2019-02-08 17:00:00,17,4,39,6,0,68,0,46.26595454331452,0
2019-02-08 17:15:00,17,4,39,6,0,69,0,45.56692757406579,0
2019-02-08 17:30:00,17,4,39,6,0,70,0,45.13816728260587,0
2019-02-08 17:45:00,17,4,39,6,0,71,0,47.23389969298029,0
2019-02-08 18:00:00,18,4,39,6,0,72,0,44.01019977744546,0
2019-02-08 18:15:00,18,4,39,6,0,73,0,44.64122457942588,0
2019-02-08 18:30:00,18,4,39,6,0,74,0,44.692731433386285,0
2019-02-08 18:45:00,18,4,39,6,0,75,0,44.055057162989954,0
2019-02-08 19:00:00,19,4,39,6,0,76,0,44.68598249755993,0
2019-02-08 19:15:00,19,4,39,6,0,77,0,45.30628202230993,0
2019-02-08 19:30:00,19,4,39,6,0,78,0,44.491487598856146,0
2019-02-08 19:45:00,19,4,39,6,0,79,0,43.84141207406298,0
2019-02-08 20:00:00,20,4,39,6,0,80,0,44.34494564681242,0
2019-02-08 20:15:00,20,4,39,6,0,81,0,44.33330252377636,0
2019-02-08 20:30:00,20,4,39,6,0,82,0,43.742593841154566,0
2019-02-08 20:45:00,20,4,39,6,0,83,0,44.186422250094566,0
2019-02-08 21:00:00,21,4,39,6,0,84,0,43.91052565189508,0
2019-02-08 21:15:00,21,4,39,6,0,85,0,43.65187497880313,0
2019-02-08 21:30:00,21,4,39,6,0,86,0,43.56508751257888,0
2019-02-08 21:45:00,21,4,39,6,0,87,0,43.558433199389974,0
2019-02-08 22:00:00,22,4,39,6,0,88,0,43.44481178616865,0
2019-02-08 22:15:00,22,4,39,6,0,89,0,43.40381689803215,0
2019-02-08 22:30:00,22,4,39,6,0,90,0,43.41150043820417,0
2019-02-08 22:45:00,22,4,39,6,0,91,0,43.77589206278436,0
2019-02-08 23:00:00,23,4,39,6,0,92,0,43.197515305191374,0
2019-02-08 23:15:00,23,4,39,6,0,93,0,43.100827089499035,0
2019-02-08 23:30:00,23,4,39,6,0,94,0,43.18225348969371,0
2019-02-08 23:45:00,23,4,39,6,0,95,0,44.62396442262957,0
2019-02-09 00:00:00,0,5,40,6,0,0,0,43.101360106876214,1
2019-02-09 00:15:00,0,5,40,6,0,1,0,43.23026088066801,1
2019-02-09 00:30:00,0,5,40,6,0,2,0,43.12440589976327,1
2019-02-09 00:45:00,0,5,40,6,0,3,0,43.44527146976447,1
2019-02-09 01:00:00,1,5,40,6,0,4,0,43.174426303695796,1
2019-02-09 01:15:00,1,5,40,6,0,5,0,43.06816457722979,1
2019-02-09 01:30:00,1,5,40,6,0,6,0,43.0078822965712,1
2019-02-09 01:45:00,1,5,40,6,0,7,0,43.069850206676094,1
2019-02-09 02:00:00,2,5,40,6,0,8,0,43.08334240891222,1
2019-02-09 02:15:00,2,5,40,6,0,9,0,43.184443976608726,1
2019-02-09 02:30:00,2,5,40,6,0,10,0,43.17877101845725,1
2019-02-09 02:45:00,2,5,40,6,0,11,0,43.09652308976011,1
2019-02-09 03:00:00,3,5,40,6,0,12,0,43.04065002329168,1
2019-02-09 03:15:00,3,5,40,6,0,13,0,43.00929168478014,1
2019-02-09 03:30:00,3,5,40,6,0,14,0,42.86435038951417,1
2019-02-09 03:45:00,3,5,40,6,0,15,0,42.43306642427503,1
2019-02-09 04:00:00,4,5,40,6,0,16,0,42.907804328897015,1
2019-02-09 04:15:00,4,5,40,6,0,17,0,42.88404432794397,1
2019-02-09 04:30:00,4,5,40,6,0,18,0,42.5694071527734,1
2019-02-09 04:45:00,4,5,40,6,0,19,0,42.93814316920757,1
2019-02-09 05:00:00,5,5,40,6,0,20,0,42.49542174776903,1
2019-02-09 05:15:00,5,5,40,6,0,21,0,43.009701144333604,1
2019-02-09 05:30:00,5,5,40,6,0,22,0,42.53631068429016,1
2019-02-09 05:45:00,5,5,40,6,0,23,0,43.001556102100714,1
2019-02-09 06:00:00,6,5,40,6,0,24,0,42.598438364178186,1
2019-02-09 06:15:00,6,5,40,6,0,25,0,43.22805994062744,1
2019-02-09 06:30:00,6,5,40,6,0,26,0,42.63977005779915,1
2019-02-09 06:45:00,6,5,40,6,0,27,0,43.2634644109131,1
2019-02-09 07:00:00,7,5,40,6,0,28,0,42.70332579540634,1
2019-02-09 07:15:00,7,5,40,6,0,29,0,43.327875222310155,1
2019-02-09 07:30:00,7,5,40,6,0,30,0,42.827135313771365,1
2019-02-09 07:45:00,7,5,40,6,0,31,0,43.682673322066314,1
2019-02-09 08:00:00,8,5,40,6,0,32,0,45.716859650964615,1
2019-02-09 08:15:00,8,5,40,6,0,33,0,46.99132636813167,1
2019-02-09 08:30:00,8,5,40,6,0,34,0,45.16802460991971,1
2019-02-09 08:45:00,8,5,40,6,0,35,0,45.53301650714618,1
2019-02-09 09:00:00,9,5,40,6,0,36,0,45.81376323657264,1
2019-02-09 09:15:00,9,5,40,6,0,37,0,44.14549062423027,1
2019-02-09 09:30:00,9,5,40,6,0,38,0,45.63800670498493,1
2019-02-09 09:45:00,9,5,40,6,0,39,0,46.10345988836792,1
2019-02-09 10:00:00,10,5,40,6,0,40,0,46.28434452344262,1
2019-02-09 10:15:00,10,5,40,6,0,41,0,44.68866508529769,1
2019-02-09 10:30:00,10,5,40,6,0,42,0,44.257343020183896,1
2019-02-09 10:45:00,10,5,40,6,0,43,0,44.001571114079844,1
2019-02-09 11:00:00,11,5,40,6,0,44,0,43.98307428839088,1
2019-02-09 11:15:00,11,5,40,6,0,45,0,44.358385840646704,1
2019-02-09 11:30:00,11,5,40,6,0,46,0,43.67370505354523,1
2019-02-09 11:45:00,11,5,40,6,0,47,0,47.268259240522525,1
2019-02-09 12:00:00,12,5,40,6,0,48,0,48.070009612782926,1
2019-02-09 12:15:00,12,5,40,6,0,49,0,45.68448275971792,1
2019-02-09 12:30:00,12,5,40,6,0,50,0,45.34495260588082,1
2019-02-09 12:45:00,12,5,40,6,0,51,0,43.103973513984144,1
2019-02-09 13:00:00,13,5,40,6,0,52,0,45.49943296831656,1
2019-02-09 13:15:00,13,5,40,6,0,53,0,43.720944986445645,1
2019-02-09 13:30:00,13,5,40,6,0,54,0,43.77659107627288,1
2019-02-09 13:45:00,13,5,40,6,0,55,0,48.495885481085104,1
2019-02-09 14:00:00,14,5,40,6,0,56,0,45.058889892586116,1
2019-02-09 14:15:00,14,5,40,6,0,57,0,44.37216701114377,1
2019-02-09 14:30:00,14,5,40,6,0,58,0,52.97003348042878,1
2019-02-09 14:45:00,14,5,40,6,0,59,0,44.982050156641854,1
2019-02-09 15:00:00,15,5,40,6,0,60,0,47.93868457875072,1
2019-02-09 15:15:00,15,5,40,6,0,61,0,44.854466370479095,1
2019-02-09 15:30:00,15,5,40,6,0,62,0,43.777977346079,1
2019-02-09 15:45:00,15,5,40,6,0,63,0,44.3680960155729,1
2019-02-09 16:00:00,16,5,40,6,0,64,0,45.10598232798286,1
2019-02-09 16:15:00,16,5,40,6,0,65,0,44.21190971221545,1
2019-02-09 16:30:00,16,5,40,6,0,66,0,48.24552418906549,1
2019-02-09 16:45:00,16,5,40,6,0,67,0,44.73516441256609,1
2019-02-09 17:00:00,17,5,40,6,0,68,0,43.158943074496115,1
2019-02-09 17:15:00,17,5,40,6,0,69,0,44.06378792088276,1
2019-02-09 17:30:00,17,5,40,6,0,70,0,49.48071857279349,1
2019-02-09 17:45:00,17,5,40,6,0,71,0,44.060502778778,1
2019-02-09 18:00:00,18,5,40,6,0,72,0,44.78062943306376,1
2019-02-09 18:15:00,18,5,40,6,0,73,0,43.21867692169803,1
2019-02-09 18:30:00,18,5,40,6,0,74,0,43.83864678419867,1
2019-02-09 18:45:00,18,5,40,6,0,75,0,43.999735073598,1
2019-02-09 19:00:00,19,5,40,6,0,76,0,43.971595696238225,1
2019-02-09 19:15:00,19,5,40,6,0,77,0,42.90655711526832,1
2019-02-09 19:30:00,19,5,40,6,0,78,0,43.627835841004895,1
2019-02-09 19:45:00,19,5,40,6,0,79,0,43.44155715460512,1
2019-02-09 20:00:00,20,5,40,6,0,80,0,42.822892634611065,1
2019-02-09 20:15:00,20,5,40,6,0,81,0,42.729273499931324,1
2019-02-09 20:30:00,20,5,40,6,0,82,0,43.822596364957114,1
2019-02-09 20:45:00,20,5,40,6,0,83,0,42.74880145327182,1
2019-02-09 21:00:00,21,5,40,6,0,84,0,42.7384283305085,1
2019-02-09 21:15:00,21,5,40,6,0,85,0,43.649785369167546,1
2019-02-09 21:30:00,21,5,40,6,0,86,0,43.328790569665316,1
2019-02-09 21:45:00,21,5,40,6,0,87,0,42.849900466821715,1
2019-02-09 22:00:00,22,5,40,6,0,88,0,43.33426285234937,1
2019-02-09 22:15:00,22,5,40,6,0,89,0,43.657254542529294,1
2019-02-09 22:30:00,22,5,40,6,0,90,0,42.82073849996519,1
2019-02-09 22:45:00,22,5,40,6,0,91,0,42.65494736268486,1
2019-02-09 23:00:00,23,5,40,6,0,92,0,43.426660260884105,1
2019-02-09 23:15:00,23,5,40,6,0,93,0,42.58542051622966,1
2019-02-09 23:30:00,23,5,40,6,0,94,0,42.484846405906076,1
2019-02-09 23:45:00,23,5,40,6,0,95,0,43.3446658279196,1
2019-02-10 00:00:00,0,6,41,6,0,0,0,42.970393665302666,1
2019-02-10 00:15:00,0,6,41,6,0,1,0,42.46706637424188,1
2019-02-10 00:30:00,0,6,41,6,0,2,0,42.402950841458285,1
2019-02-10 00:45:00,0,6,41,6,0,3,0,43.29588748518072,1
2019-02-10 01:00:00,1,6,41,6,0,4,0,43.26223755401067,1
2019-02-10 01:15:00,1,6,41,6,0,5,0,42.74460329633959,1
2019-02-10 01:30:00,1,6,41,6,0,6,0,42.41529832731875,1
2019-02-10 01:45:00,1,6,41,6,0,7,0,42.81844754815863,1
2019-02-10 02:00:00,2,6,41,6,0,8,0,43.57608132954482,1
2019-02-10 02:15:00,2,6,41,6,0,9,0,43.11861544375346,1
2019-02-10 02:30:00,2,6,41,6,0,10,0,42.7064995258916,1
2019-02-10 02:45:00,2,6,41,6,0,11,0,42.50083075141964,1
2019-02-10 03:00:00,3,6,41,6,0,12,0,43.318318180633895,1
2019-02-10 03:15:00,3,6,41,6,0,13,0,42.98034636898785,1
2019-02-10 03:30:00,3,6,41,6,0,14,0,42.494862078970975,1
2019-02-10 03:45:00,3,6,41,6,0,15,0,42.745657679333135,1
2019-02-10 04:00:00,4,6,41,6,0,16,0,43.25524407718035,1
2019-02-10 04:15:00,4,6,41,6,0,17,0,42.508655819172795,1
2019-02-10 04:30:00,4,6,41,6,0,18,0,42.496216037700265,1
2019-02-10 04:45:00,4,6,41,6,0,19,0,43.25832283035635,1
2019-02-10 05:00:00,5,6,41,6,0,20,0,42.7683132065485,1
2019-02-10 05:15:00,5,6,41,6,0,21,0,42.50648483517711,1
2019-02-10 05:30:00,5,6,41,6,0,22,0,42.661300273485494,1
2019-02-10 05:45:00,5,6,41,6,0,23,0,43.419791656511535,1
2019-02-10 06:00:00,6,6,41,6,0,24,0,42.46240615295682,1
2019-02-10 06:15:00,6,6,41,6,0,25,0,42.481190282623146,1
2019-02-10 06:30:00,6,6,41,6,0,26,0,43.13166304243666,1
2019-02-10 06:45:00,6,6,41,6,0,27,0,42.89914925338295,1
2019-02-10 07:00:00,7,6,41,6,0,28,0,42.411019203073046,1
2019-02-10 07:15:00,7,6,41,6,0,29,0,42.43183143733586,1
2019-02-10 07:30:00,7,6,41,6,0,30,0,43.556979108495646,1
2019-02-10 07:45:00,7,6,41,6,0,31,0,42.772119508290736,1
2019-02-10 08:00:00,8,6,41,6,0,32,0,42.94518395393006,1
2019-02-10 08:15:00,8,6,41,6,0,33,0,43.78840548921933,1
2019-02-10 08:30:00,8,6,41,6,0,34,0,44.07863724639043,1
2019-02-10 08:45:00,8,6,41,6,0,35,0,43.55493336340763,1
2019-02-10 09:00:00,9,6,41,6,0,36,0,43.339911005023254,1
2019-02-10 09:15:00,9,6,41,6,0,37,0,43.44730689251809,1
2019-02-10 09:30:00,9,6,41,6,0,38,0,44.94486314827115,1
2019-02-10 09:45:00,9,6,41,6,0,39,0,44.8018734515416,1
2019-02-10 10:00:00,10,6,41,6,0,40,0,43.31476490139418,1
2019-02-10 10:15:00,10,6,41,6,0,41,0,44.2441319928364,1
2019-02-10 10:30:00,10,6,41,6,0,42,0,44.455284284363415,1
2019-02-10 10:45:00,10,6,41,6,0,43,0,43.81620778161582,1
2019-02-10 11:00:00,11,6,41,6,0,44,0,48.42013557116179,1
2019-02-10 11:15:00,11,6,41,6,0,45,0,50.324150888496476,1
2019-02-10 11:30:00,11,6,41,6,0,46,0,44.13781097092357,1
2019-02-10 11:45:00,11,6,41,6,0,47,0,44.464972249649065,1
2019-02-10 12:00:00,12,6,41,6,0,48,0,45.830352388642254,1
2019-02-10 12:15:00,12,6,41,6,0,49,0,46.039428037529824,1
2019-02-10 12:30:00,12,6,41,6,0,50,0,47.08465799749844,1
2019-02-10 12:45:00,12,6,41,6,0,51,0,49.04437155575521,1
2019-02-10 13:00:00,13,6,41,6,0,52,0,46.582900127322645,1
2019-02-10 13:15:00,13,6,41,6,0,53,0,46.719642370208796,1
2019-02-10 13:30:00,13,6,41,6,0,54,0,49.36659658140218,1
2019-02-10 13:45:00,13,6,41,6,0,55,0,50.951135411867284,1
